work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2021,Entry Level,Full Time,Business Data Analyst,50000,EUR,59102,Luxembourg,Fully Remote,Luxembourg,Large
2021,Mid Level,Full Time,Data Engineer,112000,USD,112000,United States,Fully Remote,United States,Large
2021,Entry Level,Full Time,Research Scientist,100000,USD,100000,Jersey,Non Remote Work,China,Large
2021,Mid Level,Part Time,Data Engineer,59000,EUR,69741,Netherlands,Fully Remote,Netherlands,Large
2021,Senior Level,Contractual,Staff Data Scientist,105000,USD,105000,United States,Fully Remote,United States,Medium
2021,Mid Level,Full Time,Research Scientist,69999,USD,69999,Czech Republic,Partially Remote,Czech Republic,Large
2021,Senior Level,Full Time,Data Science Manager,7000000,INR,94665,India,Partially Remote,India,Large
2021,Senior Level,Full Time,Head of Data,87000,EUR,102839,Slovenia,Fully Remote,Slovenia,Large
2021,Mid Level,Full Time,Data Scientist,109000,USD,109000,United States,Partially Remote,United States,Large
2021,Mid Level,Full Time,Machine Learning Engineer,43200,EUR,51064,Italy,Partially Remote,Italy,Large
2022,Senior Level,Full Time,Data Engineer,135000,USD,135000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,155000,USD,155000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,120600,USD,120600,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Scientist,130000,USD,130000,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Data Scientist,90000,USD,90000,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Data Engineer,170000,USD,170000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Engineer,150000,USD,150000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,102100,USD,102100,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,84900,USD,84900,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,136620,USD,136620,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,99360,USD,99360,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,90000,GBP,117789,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,80000,GBP,104702,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,146000,USD,146000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,123000,USD,123000,United States,Fully Remote,United States,Medium
2022,Entry Level,Full Time,Data Engineer,40000,GBP,52351,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Senior Level,Full Time,Data Analyst,99000,USD,99000,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Analyst,116000,USD,116000,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Data Analyst,106260,USD,106260,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Data Analyst,126500,USD,126500,United States,Non Remote Work,United States,Medium
2022,Expert Level,Full Time,Data Engineer,242000,USD,242000,United States,Fully Remote,United States,Medium
2022,Expert Level,Full Time,Data Engineer,200000,USD,200000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Scientist,50000,GBP,65438,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Mid Level,Full Time,Data Scientist,30000,GBP,39263,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Mid Level,Full Time,Data Engineer,60000,GBP,78526,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Mid Level,Full Time,Data Engineer,40000,GBP,52351,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,165220,USD,165220,United States,Fully Remote,United States,Medium
2022,Entry Level,Full Time,Data Engineer,35000,GBP,45807,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,120160,USD,120160,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,90320,USD,90320,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,181940,USD,181940,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Engineer,132320,USD,132320,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Engineer,220110,USD,220110,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Engineer,160080,USD,160080,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Scientist,180000,USD,180000,United States,Non Remote Work,United States,Large
2022,Senior Level,Full Time,Data Scientist,120000,USD,120000,United States,Non Remote Work,United States,Large
2022,Senior Level,Full Time,Data Analyst,124190,USD,124190,United States,Fully Remote,United States,Medium
2022,Expert Level,Full Time,Data Analyst,130000,USD,130000,United States,Fully Remote,United States,Medium
2022,Expert Level,Full Time,Data Analyst,110000,USD,110000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,170000,USD,170000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Analyst,115500,USD,115500,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,112900,USD,112900,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,90320,USD,90320,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,112900,USD,112900,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,90320,USD,90320,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,165400,USD,165400,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,132320,USD,132320,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Analyst,167000,USD,167000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,243900,USD,243900,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,136600,USD,136600,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,109280,USD,109280,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,128875,USD,128875,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,93700,USD,93700,United States,Fully Remote,United States,Medium
2022,Expert Level,Full Time,Head of Data Science,224000,USD,224000,United States,Fully Remote,United States,Medium
2022,Expert Level,Full Time,Head of Data Science,167875,USD,167875,United States,Fully Remote,United States,Medium
2022,Expert Level,Full Time,Analytics Engineer,175000,USD,175000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,156600,USD,156600,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,108800,USD,108800,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Scientist,95550,USD,95550,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Engineer,113000,USD,113000,United States,Non Remote Work,United States,Large
2022,Senior Level,Full Time,Data Analyst,135000,USD,135000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Science Manager,161342,USD,161342,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Science Manager,137141,USD,137141,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,167000,USD,167000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,123000,USD,123000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,60000,GBP,78526,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Senior Level,Full Time,Data Engineer,50000,GBP,65438,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,150000,USD,150000,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Scientist,211500,USD,211500,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Architect,192400,USD,192400,Canada,Fully Remote,Canada,Medium
2022,Senior Level,Full Time,Data Architect,90700,USD,90700,Canada,Fully Remote,Canada,Medium
2022,Senior Level,Full Time,Data Analyst,130000,USD,130000,Canada,Fully Remote,Canada,Medium
2022,Senior Level,Full Time,Data Analyst,61300,USD,61300,Canada,Fully Remote,Canada,Medium
2022,Senior Level,Full Time,Data Analyst,130000,USD,130000,Canada,Fully Remote,Canada,Medium
2022,Senior Level,Full Time,Data Analyst,61300,USD,61300,Canada,Fully Remote,Canada,Medium
2022,Senior Level,Full Time,Data Engineer,160000,USD,160000,United States,Non Remote Work,United States,Large
2022,Senior Level,Full Time,Data Scientist,138600,USD,138600,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,136000,USD,136000,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Data Analyst,58000,USD,58000,United States,Non Remote Work,United States,Small
2022,Expert Level,Full Time,Analytics Engineer,135000,USD,135000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,170000,USD,170000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,123000,USD,123000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Machine Learning Engineer,189650,USD,189650,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Machine Learning Engineer,164996,USD,164996,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,ETL Developer,50000,EUR,54957,Greece,Non Remote Work,Greece,Medium
2022,Mid Level,Full Time,ETL Developer,50000,EUR,54957,Greece,Non Remote Work,Greece,Medium
2022,Expert Level,Full Time,Lead Data Engineer,150000,CAD,118187,Canada,Fully Remote,Canada,Small
2022,Senior Level,Full Time,Data Analyst,132000,USD,132000,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Engineer,165400,USD,165400,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Architect,208775,USD,208775,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Architect,147800,USD,147800,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,136994,USD,136994,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,101570,USD,101570,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,128875,USD,128875,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,93700,USD,93700,United States,Fully Remote,United States,Medium
2022,Expert Level,Full Time,Head of Machine Learning,6000000,INR,79039,India,Partially Remote,India,Large
2022,Senior Level,Full Time,Data Engineer,132320,USD,132320,United States,Fully Remote,United States,Medium
2022,Entry Level,Full Time,Machine Learning Engineer,28500,GBP,37300,United Kingdom,Fully Remote,United Kingdom,Large
2022,Senior Level,Full Time,Data Analyst,164000,USD,164000,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Engineer,155000,USD,155000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Machine Learning Engineer,95000,GBP,124333,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Mid Level,Full Time,Machine Learning Engineer,75000,GBP,98158,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Mid Level,Full Time,AI Scientist,120000,USD,120000,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Analyst,112900,USD,112900,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,90320,USD,90320,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analytics Manager,145000,USD,145000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analytics Manager,105400,USD,105400,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Machine Learning Engineer,80000,EUR,87932,France,Fully Remote,Germany,Medium
2022,Mid Level,Full Time,Data Engineer,90000,GBP,117789,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,215300,USD,215300,United States,Fully Remote,United States,Large
2022,Senior Level,Full Time,Data Scientist,158200,USD,158200,United States,Fully Remote,United States,Large
2022,Senior Level,Full Time,Data Engineer,209100,USD,209100,United States,Fully Remote,United States,Large
2022,Senior Level,Full Time,Data Engineer,154600,USD,154600,United States,Fully Remote,United States,Large
2022,Senior Level,Full Time,Data Analyst,115934,USD,115934,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Analyst,81666,USD,81666,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Engineer,175000,USD,175000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Engineer,75000,GBP,98158,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Mid Level,Full Time,Data Analyst,58000,USD,58000,United States,Non Remote Work,United States,Small
2022,Senior Level,Full Time,Data Engineer,183600,USD,183600,United States,Fully Remote,United States,Large
2022,Mid Level,Full Time,Data Analyst,40000,GBP,52351,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,180000,USD,180000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Scientist,55000,GBP,71982,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Mid Level,Full Time,Data Scientist,35000,GBP,45807,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Mid Level,Full Time,Data Engineer,60000,EUR,65949,Greece,Fully Remote,Greece,Medium
2022,Mid Level,Full Time,Data Engineer,45000,EUR,49461,Greece,Fully Remote,Greece,Medium
2022,Mid Level,Full Time,Data Engineer,60000,GBP,78526,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Mid Level,Full Time,Data Engineer,45000,GBP,58894,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,260000,USD,260000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Science Engineer,60000,USD,60000,Argentina,Fully Remote,Mexico,Large
2022,Mid Level,Full Time,Data Engineer,63900,USD,63900,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Machine Learning Scientist,160000,USD,160000,United States,Fully Remote,United States,Large
2022,Mid Level,Full Time,Machine Learning Scientist,112300,USD,112300,United States,Fully Remote,United States,Large
2022,Mid Level,Full Time,Data Science Manager,241000,USD,241000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Science Manager,159000,USD,159000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,180000,USD,180000,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Scientist,80000,USD,80000,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Data Engineer,82900,USD,82900,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Engineer,100800,USD,100800,United States,Fully Remote,United States,Large
2022,Mid Level,Full Time,Data Engineer,45000,EUR,49461,Spain,Fully Remote,Spain,Medium
2022,Senior Level,Full Time,Data Scientist,140400,USD,140400,United States,Non Remote Work,United States,Large
2022,Mid Level,Full Time,Data Analyst,30000,GBP,39263,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Mid Level,Full Time,Data Analyst,40000,EUR,43966,Spain,Fully Remote,Spain,Medium
2022,Mid Level,Full Time,Data Analyst,30000,EUR,32974,Spain,Fully Remote,Spain,Medium
2022,Mid Level,Full Time,Data Engineer,80000,EUR,87932,Spain,Fully Remote,Spain,Medium
2022,Mid Level,Full Time,Data Engineer,70000,EUR,76940,Spain,Fully Remote,Spain,Medium
2022,Mid Level,Full Time,Data Engineer,80000,GBP,104702,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Mid Level,Full Time,Data Engineer,70000,GBP,91614,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Mid Level,Full Time,Data Engineer,60000,EUR,65949,Spain,Fully Remote,Spain,Medium
2022,Mid Level,Full Time,Data Engineer,80000,EUR,87932,Greece,Fully Remote,Greece,Medium
2022,Senior Level,Full Time,Machine Learning Engineer,189650,USD,189650,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Machine Learning Engineer,164996,USD,164996,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Data Analyst,40000,EUR,43966,Greece,Fully Remote,Greece,Medium
2022,Mid Level,Full Time,Data Analyst,30000,EUR,32974,Greece,Fully Remote,Greece,Medium
2022,Mid Level,Full Time,Data Engineer,75000,GBP,98158,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Mid Level,Full Time,Data Engineer,60000,GBP,78526,United Kingdom,Fully Remote,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,215300,USD,215300,United States,Non Remote Work,United States,Large
2022,Mid Level,Full Time,Data Engineer,70000,EUR,76940,Greece,Fully Remote,Greece,Medium
2022,Senior Level,Full Time,Data Engineer,209100,USD,209100,United States,Fully Remote,United States,Large
2022,Senior Level,Full Time,Data Engineer,154600,USD,154600,United States,Fully Remote,United States,Large
2022,Senior Level,Full Time,Data Engineer,180000,USD,180000,United States,Fully Remote,United States,Medium
2022,Entry Level,Full Time,ML Engineer,20000,EUR,21983,Portugal,Fully Remote,Portugal,Large
2022,Senior Level,Full Time,Data Engineer,80000,USD,80000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Machine Learning Developer,100000,CAD,78791,Canada,Fully Remote,Canada,Medium
2022,Expert Level,Full Time,Director of Data Science,250000,CAD,196979,Canada,Partially Remote,Canada,Large
2022,Mid Level,Full Time,Machine Learning Engineer,120000,USD,120000,United States,Fully Remote,United States,Small
2022,Entry Level,Full Time,Computer Vision Engineer,125000,USD,125000,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,NLP Engineer,240000,CNY,37236,United States,Partially Remote,United States,Large
2022,Senior Level,Full Time,Data Engineer,105000,USD,105000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Lead Machine Learning Engineer,80000,EUR,87932,Germany,Non Remote Work,Germany,Medium
2022,Mid Level,Full Time,Business Data Analyst,1400000,INR,18442,India,Fully Remote,India,Medium
2022,Mid Level,Full Time,Data Scientist,2400000,INR,31615,India,Fully Remote,India,Large
2022,Mid Level,Full Time,Machine Learning Infrastructure Engineer,53000,EUR,58255,Portugal,Partially Remote,Portugal,Large
2022,Entry Level,Full Time,Financial Data Analyst,100000,USD,100000,United States,Partially Remote,United States,Large
2022,Mid Level,Part Time,Data Engineer,50000,EUR,54957,Germany,Partially Remote,Germany,Large
2022,Entry Level,Full Time,Data Scientist,1400000,INR,18442,India,Fully Remote,India,Medium
2022,Senior Level,Full Time,Principal Data Scientist,148000,EUR,162674,Germany,Fully Remote,Germany,Medium
2022,Entry Level,Full Time,Data Engineer,120000,USD,120000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Research Scientist,144000,USD,144000,United States,Partially Remote,United States,Large
2022,Senior Level,Full Time,Data Scientist,104890,USD,104890,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,100000,USD,100000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Analyst,135000,USD,135000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Analyst,50000,USD,50000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,220000,USD,220000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Scientist,140000,GBP,183228,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Mid Level,Full Time,Data Scientist,70000,GBP,91614,United Kingdom,Non Remote Work,United Kingdom,Medium
2022,Senior Level,Full Time,Data Scientist,185100,USD,185100,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Machine Learning Engineer,220000,USD,220000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Scientist,200000,USD,200000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Scientist,120000,USD,120000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Machine Learning Engineer,120000,USD,120000,United Arab Emirates,Fully Remote,United Arab Emirates,Small
2022,Senior Level,Full Time,Machine Learning Engineer,65000,USD,65000,United Arab Emirates,Fully Remote,United Arab Emirates,Small
2022,Expert Level,Full Time,Data Engineer,324000,USD,324000,United States,Fully Remote,United States,Medium
2022,Expert Level,Full Time,Data Engineer,216000,USD,216000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,210000,USD,210000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Machine Learning Engineer,120000,USD,120000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,230000,USD,230000,United States,Fully Remote,United States,Medium
2022,Entry Level,Part Time,Data Scientist,100000,USD,100000,Algeria,Partially Remote,Algeria,Medium
2022,Mid Level,Freelance,Data Scientist,100000,USD,100000,Canada,Fully Remote,United States,Medium
2022,Entry Level,Contractual,Applied Machine Learning Scientist,29000,EUR,31875,Tunisia,Fully Remote,Czech Republic,Medium
2022,Senior Level,Full Time,Head of Data,200000,USD,200000,Malaysia,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Principal Data Analyst,75000,USD,75000,Canada,Fully Remote,Canada,Small
2022,Mid Level,Full Time,Data Scientist,150000,PLN,35590,Poland,Fully Remote,Poland,Large
2022,Senior Level,Full Time,Machine Learning Developer,100000,CAD,78791,Canada,Fully Remote,Canada,Medium
2022,Senior Level,Full Time,Data Scientist,100000,USD,100000,Brazil,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Machine Learning Scientist,153000,USD,153000,United States,Partially Remote,United States,Medium
2022,Entry Level,Full Time,Data Engineer,52800,EUR,58035,Pakistan,Fully Remote,Germany,Medium
2022,Senior Level,Full Time,Data Scientist,165000,USD,165000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Research Scientist,85000,EUR,93427,France,Partially Remote,France,Large
2022,Entry Level,Full Time,Data Scientist,66500,CAD,52396,Canada,Fully Remote,Canada,Large
2022,Senior Level,Full Time,Machine Learning Engineer,57000,EUR,62651,Netherlands,Fully Remote,Netherlands,Large
2022,Mid Level,Full Time,Head of Data,30000,EUR,32974,Estonia,Fully Remote,Estonia,Small
2022,Entry Level,Full Time,Data Scientist,40000,USD,40000,Japan,Fully Remote,Malaysia,Large
2022,Mid Level,Full Time,Machine Learning Engineer,121000,AUD,87425,Australia,Fully Remote,Australia,Large
2022,Senior Level,Full Time,Data Engineer,115000,USD,115000,United States,Fully Remote,United States,Medium
2022,Entry Level,Full Time,Data Scientist,120000,AUD,86703,Australia,Partially Remote,Australia,Medium
2022,Mid Level,Full Time,Applied Machine Learning Scientist,75000,USD,75000,Bolivia,Fully Remote,United States,Large
2022,Mid Level,Full Time,Research Scientist,59000,EUR,64849,Austria,Non Remote Work,Austria,Large
2022,Entry Level,Full Time,Research Scientist,120000,USD,120000,United States,Fully Remote,United States,Large
2022,Mid Level,Full Time,Applied Data Scientist,157000,USD,157000,United States,Fully Remote,United States,Large
2022,Entry Level,Full Time,Computer Vision Software Engineer,150000,USD,150000,Australia,Fully Remote,Australia,Small
2022,Mid Level,Full Time,Business Data Analyst,90000,CAD,70912,Canada,Partially Remote,Canada,Large
2022,Entry Level,Full Time,Data Engineer,65000,USD,65000,United States,Fully Remote,United States,Small
2022,Senior Level,Full Time,Machine Learning Engineer,65000,EUR,71444,Ireland,Fully Remote,Ireland,Small
2022,Entry Level,Full Time,Data Analytics Engineer,20000,USD,20000,Pakistan,Non Remote Work,Pakistan,Medium
2022,Mid Level,Full Time,Data Scientist,48000,USD,48000,Russia,Fully Remote,United States,Small
2022,Senior Level,Full Time,Data Science Manager,152500,USD,152500,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Engineer,62000,EUR,68147,France,Fully Remote,France,Medium
2022,Mid Level,Full Time,Data Scientist,115000,CHF,122346,Switzerland,Non Remote Work,Switzerland,Large
2022,Senior Level,Full Time,Applied Data Scientist,380000,USD,380000,United States,Fully Remote,United States,Large
2022,Mid Level,Full Time,Data Scientist,88000,CAD,69336,Canada,Fully Remote,Canada,Medium
2022,Entry Level,Full Time,Computer Vision Engineer,10000,USD,10000,Portugal,Fully Remote,Luxembourg,Medium
2022,Mid Level,Full Time,Data Analyst,20000,USD,20000,Greece,Fully Remote,Greece,Small
2022,Senior Level,Full Time,Data Analytics Lead,405000,USD,405000,United States,Fully Remote,United States,Large
2022,Mid Level,Full Time,Data Scientist,135000,USD,135000,United States,Fully Remote,United States,Large
2022,Senior Level,Full Time,Applied Data Scientist,177000,USD,177000,United States,Fully Remote,United States,Large
2022,Mid Level,Full Time,Data Scientist,78000,USD,78000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,135000,USD,135000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,100000,USD,100000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,90320,USD,90320,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Analyst,85000,USD,85000,Canada,Non Remote Work,Canada,Medium
2022,Mid Level,Full Time,Data Analyst,75000,USD,75000,Canada,Non Remote Work,Canada,Medium
2022,Senior Level,Full Time,Machine Learning Engineer,214000,USD,214000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Machine Learning Engineer,192600,USD,192600,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Architect,266400,USD,266400,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Architect,213120,USD,213120,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,112900,USD,112900,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,155000,USD,155000,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Scientist,141300,USD,141300,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Data Scientist,102100,USD,102100,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Analyst,115934,USD,115934,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,81666,USD,81666,United States,Fully Remote,United States,Medium
2022,Mid Level,Full Time,Data Engineer,206699,USD,206699,United States,Non Remote Work,United States,Medium
2022,Mid Level,Full Time,Data Engineer,99100,USD,99100,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Engineer,130000,USD,130000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,115000,USD,115000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,110500,USD,110500,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,130000,USD,130000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Analyst,99050,USD,99050,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,160000,USD,160000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,205300,USD,205300,United States,Non Remote Work,United States,Large
2022,Senior Level,Full Time,Data Scientist,140400,USD,140400,United States,Non Remote Work,United States,Large
2022,Senior Level,Full Time,Data Scientist,176000,USD,176000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Scientist,144000,USD,144000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,200100,USD,200100,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,160000,USD,160000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,145000,USD,145000,United States,Fully Remote,United States,Medium
2022,Senior Level,Full Time,Data Engineer,70500,USD,70500,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Scientist,205300,USD,205300,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Data Scientist,140400,USD,140400,United States,Non Remote Work,United States,Medium
2022,Senior Level,Full Time,Analytics Engineer,205300,USD,205300,United States,Non Remote Work,United States,Medium
